Timestamp,Generation,Population Size,Births,Deaths,Rule Set
2025-05-06T09:06:06.398Z,1,8,2,1,GoL
2025-05-06T09:06:06.493Z,2,12,4,0,GoL
2025-05-06T09:06:06.603Z,3,10,2,4,GoL
2025-05-06T09:06:06.696Z,4,6,0,4,GoL
2025-05-06T09:06:06.789Z,5,4,2,4,GoL
2025-05-06T09:06:06.897Z,6,0,0,4,GoL
