Timestamp,Generation,Population Size,Births,Deaths,Rule Set
2025-05-06T07:30:40.892Z,531,236,90,70,GoL
2025-05-06T07:30:40.897Z,532,234,102,104,GoL
2025-05-06T07:30:40.902Z,533,239,83,78,GoL
2025-05-06T07:30:40.907Z,534,246,102,95,GoL
2025-05-06T07:30:40.912Z,535,219,82,109,GoL
2025-05-06T07:30:40.917Z,536,193,64,90,GoL
2025-05-06T07:30:40.921Z,537,219,74,48,GoL
2025-05-06T07:30:40.927Z,538,224,76,71,GoL
2025-05-06T07:30:40.931Z,539,227,75,72,GoL
2025-05-06T07:30:40.937Z,540,253,84,58,GoL
2025-05-06T07:30:40.942Z,541,262,95,86,GoL
2025-05-06T07:30:40.947Z,542,263,98,97,GoL
2025-05-06T07:30:40.952Z,543,294,123,92,GoL
2025-05-06T07:30:40.957Z,544,248,97,143,GoL
2025-05-06T07:30:40.962Z,545,235,83,96,GoL
2025-05-06T07:30:40.967Z,546,222,85,98,GoL
2025-05-06T07:30:40.972Z,547,211,64,75,GoL
2025-05-06T07:30:40.977Z,548,209,68,70,GoL
2025-05-06T07:30:40.981Z,549,235,80,54,GoL
2025-05-06T07:30:40.987Z,550,225,70,80,GoL
2025-05-06T07:30:40.992Z,551,257,93,61,GoL
2025-05-06T07:30:40.997Z,552,233,87,111,GoL
2025-05-06T07:30:41.001Z,553,238,93,88,GoL
2025-05-06T07:30:41.007Z,554,241,89,86,GoL
2025-05-06T07:30:41.012Z,555,239,80,82,GoL
2025-05-06T07:30:41.016Z,556,215,77,101,GoL
2025-05-06T07:30:41.022Z,557,224,86,77,GoL
2025-05-06T07:30:41.026Z,558,221,82,85,GoL
2025-05-06T07:30:41.032Z,559,207,84,98,GoL
2025-05-06T07:30:41.036Z,560,209,77,75,GoL
2025-05-06T07:30:41.041Z,561,205,81,85,GoL
2025-05-06T07:30:41.047Z,562,213,85,77,GoL
2025-05-06T07:30:41.052Z,563,215,88,86,GoL
2025-05-06T07:30:41.057Z,564,216,76,75,GoL
2025-05-06T07:30:41.062Z,565,205,69,80,GoL
2025-05-06T07:30:41.066Z,566,199,69,75,GoL
2025-05-06T07:30:41.072Z,567,198,68,69,GoL
2025-05-06T07:30:41.077Z,568,210,75,63,GoL
2025-05-06T07:30:41.081Z,569,205,68,73,GoL
2025-05-06T07:30:41.087Z,570,207,66,64,GoL
2025-05-06T07:30:41.091Z,571,210,71,68,GoL
2025-05-06T07:30:41.097Z,572,207,71,74,GoL
2025-05-06T07:30:41.102Z,573,193,59,73,GoL
2025-05-06T07:30:41.107Z,574,180,67,80,GoL
2025-05-06T07:30:41.112Z,575,199,62,43,GoL
2025-05-06T07:30:41.116Z,576,186,61,74,GoL
2025-05-06T07:30:41.122Z,577,184,53,55,GoL
2025-05-06T07:30:41.127Z,578,190,61,55,GoL
2025-05-06T07:30:41.131Z,579,193,60,57,GoL
2025-05-06T07:30:41.137Z,580,194,59,58,GoL
2025-05-06T07:30:41.142Z,581,193,63,64,GoL
2025-05-06T07:30:41.146Z,582,199,65,59,GoL
2025-05-06T07:30:41.152Z,583,200,65,64,GoL
2025-05-06T07:30:41.157Z,584,191,58,67,GoL
2025-05-06T07:30:41.162Z,585,193,76,74,GoL
2025-05-06T07:30:41.166Z,586,199,70,64,GoL
2025-05-06T07:30:41.172Z,587,211,68,56,GoL
2025-05-06T07:30:41.177Z,588,215,76,72,GoL
2025-05-06T07:30:41.182Z,589,232,70,53,GoL
2025-05-06T07:30:41.187Z,590,228,80,84,GoL
2025-05-06T07:30:41.192Z,591,195,62,95,GoL
2025-05-06T07:30:41.196Z,592,196,66,65,GoL
2025-05-06T07:30:41.202Z,593,188,56,64,GoL
2025-05-06T07:30:41.207Z,594,201,60,47,GoL
2025-05-06T07:30:41.212Z,595,190,61,72,GoL
2025-05-06T07:30:41.217Z,596,192,66,64,GoL
2025-05-06T07:30:41.222Z,597,183,62,71,GoL
2025-05-06T07:30:41.227Z,598,194,72,61,GoL
2025-05-06T07:30:41.232Z,599,199,67,62,GoL
2025-05-06T07:30:41.236Z,600,210,76,65,GoL
2025-05-06T07:30:41.242Z,601,184,56,82,GoL
2025-05-06T07:30:41.247Z,602,185,60,59,GoL
2025-05-06T07:30:41.252Z,603,167,50,68,GoL
2025-05-06T07:30:41.257Z,604,179,54,42,GoL
2025-05-06T07:30:41.261Z,605,162,49,66,GoL
2025-05-06T07:30:41.267Z,606,153,55,64,GoL
2025-05-06T07:30:41.272Z,607,149,39,43,GoL
2025-05-06T07:30:41.277Z,608,146,37,40,GoL
2025-05-06T07:30:41.281Z,609,159,39,26,GoL
2025-05-06T07:30:41.287Z,610,155,38,42,GoL
2025-05-06T07:30:41.291Z,611,175,49,29,GoL
2025-05-06T07:30:41.296Z,612,185,60,50,GoL
2025-05-06T07:30:41.302Z,613,180,56,61,GoL
2025-05-06T07:30:41.306Z,614,171,53,62,GoL
2025-05-06T07:30:41.311Z,615,175,54,50,GoL
2025-05-06T07:30:41.317Z,616,159,57,73,GoL
2025-05-06T07:30:41.321Z,617,155,47,51,GoL
2025-05-06T07:30:41.327Z,618,165,47,37,GoL
2025-05-06T07:30:41.331Z,619,174,55,46,GoL
2025-05-06T07:30:41.337Z,620,163,54,65,GoL
2025-05-06T07:30:41.342Z,621,187,61,37,GoL
2025-05-06T07:30:41.347Z,622,173,54,68,GoL
2025-05-06T07:30:41.352Z,623,173,60,60,GoL
2025-05-06T07:30:41.357Z,624,165,54,62,GoL
2025-05-06T07:30:41.361Z,625,180,59,44,GoL
2025-05-06T07:30:41.367Z,626,168,46,58,GoL
2025-05-06T07:30:41.372Z,627,161,50,57,GoL
2025-05-06T07:30:41.377Z,628,159,49,51,GoL
2025-05-06T07:30:41.381Z,629,153,45,51,GoL
2025-05-06T07:30:41.387Z,630,170,53,36,GoL
2025-05-06T07:30:41.391Z,631,153,37,54,GoL
2025-05-06T07:30:41.396Z,632,156,45,42,GoL
2025-05-06T07:30:41.402Z,633,151,42,47,GoL
2025-05-06T07:30:41.407Z,634,163,50,38,GoL
2025-05-06T07:30:41.412Z,635,158,51,56,GoL
2025-05-06T07:30:41.417Z,636,178,62,42,GoL
2025-05-06T07:30:41.422Z,637,163,48,63,GoL
2025-05-06T07:30:41.427Z,638,150,45,58,GoL
2025-05-06T07:30:41.431Z,639,154,49,45,GoL
2025-05-06T07:30:41.437Z,640,146,49,57,GoL
2025-05-06T07:30:41.441Z,641,157,49,38,GoL
2025-05-06T07:30:41.447Z,642,143,46,60,GoL
2025-05-06T07:30:41.452Z,643,150,56,49,GoL
2025-05-06T07:30:41.456Z,644,145,46,51,GoL
2025-05-06T07:30:41.461Z,645,149,47,43,GoL
2025-05-06T07:30:41.467Z,646,151,49,47,GoL
2025-05-06T07:30:41.472Z,647,147,48,52,GoL
2025-05-06T07:30:41.477Z,648,167,54,34,GoL
2025-05-06T07:30:41.481Z,649,152,48,63,GoL
2025-05-06T07:30:41.486Z,650,154,46,44,GoL
2025-05-06T07:30:41.491Z,651,153,44,45,GoL
2025-05-06T07:30:41.496Z,652,157,49,45,GoL
2025-05-06T07:30:41.502Z,653,156,47,48,GoL
2025-05-06T07:30:41.507Z,654,161,54,49,GoL
2025-05-06T07:30:41.512Z,655,158,51,54,GoL
2025-05-06T07:30:41.517Z,656,171,59,46,GoL
2025-05-06T07:30:41.522Z,657,151,50,70,GoL
2025-05-06T07:30:41.527Z,658,138,42,55,GoL
2025-05-06T07:30:41.531Z,659,137,46,47,GoL
2025-05-06T07:30:41.536Z,660,125,35,47,GoL
2025-05-06T07:30:41.541Z,661,131,41,35,GoL
2025-05-06T07:30:41.547Z,662,129,39,41,GoL
2025-05-06T07:30:41.551Z,663,136,40,33,GoL
2025-05-06T07:30:41.557Z,664,140,38,34,GoL
2025-05-06T07:30:41.562Z,665,148,47,39,GoL
2025-05-06T07:30:41.566Z,666,153,49,44,GoL
2025-05-06T07:30:41.571Z,667,154,55,54,GoL
2025-05-06T07:30:41.576Z,668,160,51,45,GoL
2025-05-06T07:30:41.581Z,669,162,62,60,GoL
2025-05-06T07:30:41.587Z,670,166,53,49,GoL
2025-05-06T07:30:41.591Z,671,161,51,56,GoL
2025-05-06T07:30:41.597Z,672,162,54,53,GoL
2025-05-06T07:30:41.602Z,673,171,56,47,GoL
2025-05-06T07:30:41.607Z,674,170,51,52,GoL
2025-05-06T07:30:41.611Z,675,174,54,50,GoL
2025-05-06T07:30:41.617Z,676,184,62,52,GoL
2025-05-06T07:30:41.621Z,677,174,61,71,GoL
2025-05-06T07:30:41.627Z,678,185,65,54,GoL
2025-05-06T07:30:41.631Z,679,181,57,61,GoL
2025-05-06T07:30:41.636Z,680,201,68,48,GoL
2025-05-06T07:30:41.642Z,681,203,70,68,GoL
2025-05-06T07:30:41.647Z,682,186,60,77,GoL
2025-05-06T07:30:41.652Z,683,181,67,72,GoL
2025-05-06T07:30:41.657Z,684,176,58,63,GoL
2025-05-06T07:30:41.662Z,685,188,59,47,GoL
2025-05-06T07:30:41.666Z,686,189,56,55,GoL
2025-05-06T07:30:41.672Z,687,189,60,60,GoL
2025-05-06T07:30:41.677Z,688,177,58,70,GoL
2025-05-06T07:30:41.681Z,689,167,60,70,GoL
2025-05-06T07:30:41.686Z,690,190,63,40,GoL
2025-05-06T07:30:41.691Z,691,174,61,77,GoL
2025-05-06T07:30:41.697Z,692,184,54,44,GoL
2025-05-06T07:30:41.702Z,693,175,49,58,GoL
2025-05-06T07:30:41.706Z,694,197,54,32,GoL
2025-05-06T07:30:41.711Z,695,194,53,56,GoL
2025-05-06T07:30:41.717Z,696,194,50,50,GoL
2025-05-06T07:30:41.721Z,697,176,46,64,GoL
2025-05-06T07:30:41.727Z,698,182,48,42,GoL
2025-05-06T07:30:41.732Z,699,183,53,52,GoL
2025-05-06T07:30:41.736Z,700,189,54,48,GoL
2025-05-06T07:30:41.742Z,701,186,47,50,GoL
2025-05-06T07:30:41.747Z,702,198,54,42,GoL
2025-05-06T07:30:41.751Z,703,211,66,53,GoL
2025-05-06T07:30:41.757Z,704,196,60,75,GoL
2025-05-06T07:30:41.762Z,705,231,78,43,GoL
2025-05-06T07:30:41.767Z,706,220,69,80,GoL
2025-05-06T07:30:41.772Z,707,223,75,72,GoL
2025-05-06T07:30:41.776Z,708,207,69,85,GoL
2025-05-06T07:30:41.781Z,709,226,71,52,GoL
2025-05-06T07:30:41.787Z,710,204,68,90,GoL
2025-05-06T07:30:41.791Z,711,222,70,52,GoL
2025-05-06T07:30:41.797Z,712,206,69,85,GoL
2025-05-06T07:30:41.801Z,713,209,62,59,GoL
2025-05-06T07:30:41.807Z,714,198,58,69,GoL
2025-05-06T07:30:41.812Z,715,208,61,51,GoL
2025-05-06T07:30:41.817Z,716,191,57,74,GoL
2025-05-06T07:30:41.822Z,717,199,61,53,GoL
2025-05-06T07:30:41.827Z,718,194,57,62,GoL
2025-05-06T07:30:41.831Z,719,214,62,42,GoL
2025-05-06T07:30:41.837Z,720,210,61,65,GoL
2025-05-06T07:30:41.842Z,721,207,65,68,GoL
2025-05-06T07:30:41.847Z,722,242,74,39,GoL
2025-05-06T07:30:41.851Z,723,223,69,88,GoL
2025-05-06T07:30:41.857Z,724,251,89,61,GoL
2025-05-06T07:30:41.862Z,725,229,79,101,GoL
2025-05-06T07:30:41.867Z,726,251,82,60,GoL
2025-05-06T07:30:41.871Z,727,238,75,88,GoL
2025-05-06T07:30:41.877Z,728,243,80,75,GoL
2025-05-06T07:30:41.881Z,729,233,77,87,GoL
2025-05-06T07:30:41.887Z,730,254,78,57,GoL
2025-05-06T07:30:41.892Z,731,236,83,101,GoL
2025-05-06T07:30:41.896Z,732,252,79,63,GoL
2025-05-06T07:30:41.901Z,733,243,74,83,GoL
2025-05-06T07:30:41.908Z,734,250,84,77,GoL
2025-05-06T07:30:41.913Z,735,241,88,97,GoL
2025-05-06T07:30:41.917Z,736,205,69,105,GoL
2025-05-06T07:30:41.922Z,737,205,70,70,GoL
2025-05-06T07:30:41.927Z,738,200,58,63,GoL
2025-05-06T07:30:41.931Z,739,204,65,61,GoL
2025-05-06T07:30:41.937Z,740,189,59,74,GoL
2025-05-06T07:30:41.942Z,741,202,67,54,GoL
2025-05-06T07:30:41.947Z,742,200,64,66,GoL
2025-05-06T07:30:41.952Z,743,192,66,74,GoL
2025-05-06T07:30:41.957Z,744,210,69,51,GoL
2025-05-06T07:30:41.962Z,745,183,59,86,GoL
2025-05-06T07:30:41.966Z,746,197,72,58,GoL
2025-05-06T07:30:41.972Z,747,190,70,77,GoL
2025-05-06T07:30:41.977Z,748,180,48,58,GoL
2025-05-06T07:30:41.981Z,749,191,56,45,GoL
2025-05-06T07:30:41.987Z,750,189,49,51,GoL
2025-05-06T07:30:41.992Z,751,188,46,47,GoL
2025-05-06T07:30:41.997Z,752,203,60,45,GoL
2025-05-06T07:30:42.001Z,753,184,55,74,GoL
2025-05-06T07:30:42.007Z,754,185,51,50,GoL
2025-05-06T07:30:42.012Z,755,179,48,54,GoL
2025-05-06T07:30:42.016Z,756,182,47,44,GoL
2025-05-06T07:30:42.022Z,757,196,52,38,GoL
2025-05-06T07:30:42.027Z,758,186,45,55,GoL
2025-05-06T07:30:42.031Z,759,188,54,52,GoL
2025-05-06T07:30:42.037Z,760,197,52,43,GoL
2025-05-06T07:30:42.042Z,761,188,54,63,GoL
2025-05-06T07:30:42.046Z,762,197,62,53,GoL
2025-05-06T07:30:42.052Z,763,196,61,62,GoL
2025-05-06T07:30:42.056Z,764,205,50,41,GoL
2025-05-06T07:30:42.062Z,765,196,54,63,GoL
2025-05-06T07:30:42.066Z,766,200,44,40,GoL
2025-05-06T07:30:42.073Z,767,185,45,60,GoL
2025-05-06T07:30:42.077Z,768,199,55,41,GoL
2025-05-06T07:30:42.081Z,769,203,63,59,GoL
2025-05-06T07:30:42.089Z,770,218,61,46,GoL
2025-05-06T07:30:42.092Z,771,215,70,73,GoL
2025-05-06T07:30:42.098Z,772,207,60,68,GoL
2025-05-06T07:30:42.106Z,773,225,68,50,GoL
2025-05-06T07:30:42.110Z,774,209,61,77,GoL
2025-05-06T07:30:42.113Z,775,207,53,55,GoL
2025-05-06T07:30:42.119Z,776,207,61,61,GoL
2025-05-06T07:30:42.123Z,777,210,57,54,GoL
2025-05-06T07:30:42.127Z,778,200,50,60,GoL
2025-05-06T07:30:42.132Z,779,195,59,64,GoL
2025-05-06T07:30:42.136Z,780,213,59,41,GoL
2025-05-06T07:30:42.141Z,781,222,65,56,GoL
2025-05-06T07:30:42.147Z,782,233,75,64,GoL
2025-05-06T07:30:42.152Z,783,230,70,73,GoL
2025-05-06T07:30:42.157Z,784,229,67,68,GoL
2025-05-06T07:30:42.161Z,785,257,87,59,GoL
2025-05-06T07:30:42.168Z,786,243,75,89,GoL
2025-05-06T07:30:42.171Z,787,243,74,74,GoL
2025-05-06T07:30:42.177Z,788,294,100,49,GoL
2025-05-06T07:30:42.182Z,789,248,77,123,GoL
2025-05-06T07:30:42.187Z,790,260,79,67,GoL
2025-05-06T07:30:42.192Z,791,252,84,92,GoL
2025-05-06T07:30:42.197Z,792,266,84,70,GoL
2025-05-06T07:30:42.202Z,793,237,75,104,GoL
2025-05-06T07:30:42.206Z,794,245,78,70,GoL
2025-05-06T07:30:42.211Z,795,225,71,91,GoL
2025-05-06T07:30:42.217Z,796,230,81,76,GoL
2025-05-06T07:30:42.222Z,797,211,61,80,GoL
2025-05-06T07:30:42.227Z,798,211,67,67,GoL
2025-05-06T07:30:42.231Z,799,223,64,52,GoL
2025-05-06T07:30:42.237Z,800,223,66,66,GoL
2025-05-06T07:30:42.242Z,801,246,73,50,GoL
2025-05-06T07:30:42.246Z,802,238,62,70,GoL
2025-05-06T07:30:42.252Z,803,259,72,51,GoL
2025-05-06T07:30:42.256Z,804,276,89,72,GoL
2025-05-06T07:30:42.262Z,805,249,86,113,GoL
2025-05-06T07:30:42.267Z,806,261,80,68,GoL
2025-05-06T07:30:42.271Z,807,264,84,81,GoL
2025-05-06T07:30:42.277Z,808,277,90,77,GoL
2025-05-06T07:30:42.281Z,809,271,91,97,GoL
2025-05-06T07:30:42.287Z,810,273,97,95,GoL
2025-05-06T07:30:42.291Z,811,244,83,112,GoL
2025-05-06T07:30:42.297Z,812,262,93,75,GoL
2025-05-06T07:30:42.302Z,813,273,88,77,GoL
2025-05-06T07:30:42.307Z,814,279,89,83,GoL
2025-05-06T07:30:42.312Z,815,284,89,84,GoL
2025-05-06T07:30:42.317Z,816,299,102,87,GoL
2025-05-06T07:30:42.322Z,817,297,99,101,GoL
2025-05-06T07:30:42.327Z,818,307,99,89,GoL
2025-05-06T07:30:42.331Z,819,297,92,102,GoL
2025-05-06T07:30:42.337Z,820,312,114,99,GoL
2025-05-06T07:30:42.342Z,821,314,104,102,GoL
2025-05-06T07:30:42.347Z,822,304,91,101,GoL
2025-05-06T07:30:42.352Z,823,312,94,86,GoL
2025-05-06T07:30:42.357Z,824,290,94,116,GoL
2025-05-06T07:30:42.362Z,825,297,93,86,GoL
2025-05-06T07:30:42.367Z,826,284,80,93,GoL
2025-05-06T07:30:42.372Z,827,293,99,90,GoL
2025-05-06T07:30:42.377Z,828,285,87,95,GoL
2025-05-06T07:30:42.382Z,829,289,104,100,GoL
2025-05-06T07:30:42.387Z,830,267,95,117,GoL
2025-05-06T07:30:42.392Z,831,276,99,90,GoL
2025-05-06T07:30:42.397Z,832,240,68,104,GoL
2025-05-06T07:30:42.402Z,833,239,61,62,GoL
2025-05-06T07:30:42.407Z,834,233,68,74,GoL
2025-05-06T07:30:42.412Z,835,238,61,56,GoL
2025-05-06T07:30:42.417Z,836,215,58,81,GoL
2025-05-06T07:30:42.422Z,837,222,63,56,GoL
2025-05-06T07:30:42.427Z,838,205,63,80,GoL
2025-05-06T07:30:42.431Z,839,214,54,45,GoL
2025-05-06T07:30:42.437Z,840,223,67,58,GoL
2025-05-06T07:30:42.442Z,841,227,65,61,GoL
2025-05-06T07:30:42.447Z,842,244,83,66,GoL
2025-05-06T07:30:42.451Z,843,238,83,89,GoL
2025-05-06T07:30:42.457Z,844,233,74,79,GoL
2025-05-06T07:30:42.462Z,845,226,77,84,GoL
2025-05-06T07:30:42.466Z,846,220,68,74,GoL
2025-05-06T07:30:42.472Z,847,237,78,61,GoL
2025-05-06T07:30:42.477Z,848,222,66,81,GoL
2025-05-06T07:30:42.482Z,849,229,67,60,GoL
2025-05-06T07:30:42.486Z,850,240,87,76,GoL
2025-05-06T07:30:42.492Z,851,255,75,60,GoL
2025-05-06T07:30:42.497Z,852,238,81,98,GoL
2025-05-06T07:30:42.502Z,853,253,77,62,GoL
2025-05-06T07:30:42.507Z,854,238,79,94,GoL
2025-05-06T07:30:42.512Z,855,237,64,65,GoL
2025-05-06T07:30:42.517Z,856,230,62,69,GoL
2025-05-06T07:30:42.522Z,857,227,64,67,GoL
2025-05-06T07:30:42.527Z,858,217,59,69,GoL
2025-05-06T07:30:42.531Z,859,216,57,58,GoL
2025-05-06T07:30:42.537Z,860,223,60,53,GoL
2025-05-06T07:30:42.541Z,861,209,60,74,GoL
2025-05-06T07:30:42.547Z,862,216,56,49,GoL
2025-05-06T07:30:42.552Z,863,208,56,64,GoL
2025-05-06T07:30:42.557Z,864,209,56,55,GoL
2025-05-06T07:30:42.562Z,865,232,71,48,GoL
2025-05-06T07:30:42.567Z,866,211,61,82,GoL
2025-05-06T07:30:42.572Z,867,225,57,43,GoL
2025-05-06T07:30:42.577Z,868,226,57,56,GoL
2025-05-06T07:30:42.582Z,869,224,56,58,GoL
2025-05-06T07:30:42.587Z,870,240,65,49,GoL
2025-05-06T07:30:42.592Z,871,229,57,68,GoL
2025-05-06T07:30:42.597Z,872,233,69,65,GoL
2025-05-06T07:30:42.602Z,873,241,60,52,GoL
2025-05-06T07:30:42.607Z,874,228,65,78,GoL
2025-05-06T07:30:42.612Z,875,241,72,59,GoL
2025-05-06T07:30:42.617Z,876,244,69,66,GoL
2025-05-06T07:30:42.622Z,877,240,65,69,GoL
2025-05-06T07:30:42.627Z,878,266,82,56,GoL
2025-05-06T07:30:42.631Z,879,237,66,95,GoL
2025-05-06T07:30:42.637Z,880,230,62,69,GoL
2025-05-06T07:30:42.642Z,881,240,66,56,GoL
2025-05-06T07:30:42.647Z,882,229,66,77,GoL
2025-05-06T07:30:42.652Z,883,228,59,60,GoL
2025-05-06T07:30:42.657Z,884,228,56,56,GoL
2025-05-06T07:30:42.661Z,885,225,60,63,GoL
2025-05-06T07:30:42.667Z,886,222,53,56,GoL
2025-05-06T07:30:42.672Z,887,210,52,64,GoL
2025-05-06T07:30:42.677Z,888,218,52,44,GoL
2025-05-06T07:30:42.681Z,889,208,43,53,GoL
2025-05-06T07:30:42.687Z,890,208,49,49,GoL
2025-05-06T07:30:42.692Z,891,223,48,33,GoL
2025-05-06T07:30:42.697Z,892,214,48,57,GoL
2025-05-06T07:30:42.701Z,893,217,52,49,GoL
2025-05-06T07:30:42.707Z,894,211,44,50,GoL
2025-05-06T07:30:42.711Z,895,210,45,46,GoL
2025-05-06T07:30:42.717Z,896,206,47,51,GoL
2025-05-06T07:30:42.722Z,897,207,44,43,GoL
2025-05-06T07:30:42.727Z,898,204,45,48,GoL
2025-05-06T07:30:42.731Z,899,199,38,43,GoL
2025-05-06T07:30:42.737Z,900,198,41,42,GoL
2025-05-06T07:30:42.742Z,901,207,46,37,GoL
2025-05-06T07:30:42.747Z,902,210,47,44,GoL
2025-05-06T07:30:42.752Z,903,218,47,39,GoL
2025-05-06T07:30:42.756Z,904,218,49,49,GoL
2025-05-06T07:30:42.762Z,905,222,48,44,GoL
2025-05-06T07:30:42.767Z,906,221,51,52,GoL
2025-05-06T07:30:42.772Z,907,222,45,44,GoL
2025-05-06T07:30:42.778Z,908,223,47,46,GoL
2025-05-06T07:30:42.781Z,909,233,53,43,GoL
2025-05-06T07:30:42.787Z,910,223,51,61,GoL
2025-05-06T07:30:42.792Z,911,220,47,50,GoL
2025-05-06T07:30:42.797Z,912,224,49,45,GoL
2025-05-06T07:30:42.802Z,913,233,50,41,GoL
2025-05-06T07:30:42.807Z,914,224,46,55,GoL
2025-05-06T07:30:42.812Z,915,239,64,49,GoL
2025-05-06T07:30:42.817Z,916,234,56,61,GoL
2025-05-06T07:30:42.822Z,917,241,52,45,GoL
2025-05-06T07:30:42.827Z,918,244,62,59,GoL
2025-05-06T07:30:42.831Z,919,250,65,59,GoL
2025-05-06T07:30:42.837Z,920,237,55,68,GoL
2025-05-06T07:30:42.842Z,921,235,56,58,GoL
2025-05-06T07:30:42.847Z,922,240,59,54,GoL
2025-05-06T07:30:42.852Z,923,248,65,57,GoL
2025-05-06T07:30:42.857Z,924,261,66,53,GoL
2025-05-06T07:30:42.862Z,925,236,67,92,GoL
2025-05-06T07:30:42.867Z,926,240,66,62,GoL
2025-05-06T07:30:42.872Z,927,223,54,71,GoL
2025-05-06T07:30:42.876Z,928,226,62,59,GoL
2025-05-06T07:30:42.881Z,929,231,58,53,GoL
2025-05-06T07:30:42.887Z,930,225,51,57,GoL
2025-05-06T07:30:42.892Z,931,221,49,53,GoL
2025-05-06T07:30:42.897Z,932,229,52,44,GoL
2025-05-06T07:30:42.902Z,933,221,52,60,GoL
2025-05-06T07:30:42.907Z,934,225,55,51,GoL
2025-05-06T07:30:42.911Z,935,219,45,51,GoL
2025-05-06T07:30:42.917Z,936,226,50,43,GoL
2025-05-06T07:30:42.922Z,937,232,50,44,GoL
2025-05-06T07:30:42.927Z,938,245,65,52,GoL
2025-05-06T07:30:42.931Z,939,238,57,64,GoL
2025-05-06T07:30:42.937Z,940,246,61,53,GoL
2025-05-06T07:30:42.942Z,941,267,78,57,GoL
2025-05-06T07:30:42.947Z,942,239,63,91,GoL
2025-05-06T07:30:42.952Z,943,250,72,61,GoL
2025-05-06T07:30:42.957Z,944,240,61,71,GoL
2025-05-06T07:30:42.962Z,945,238,59,61,GoL
2025-05-06T07:30:42.967Z,946,239,60,59,GoL
2025-05-06T07:30:42.973Z,947,225,62,76,GoL
2025-05-06T07:30:42.977Z,948,259,74,40,GoL
2025-05-06T07:30:42.981Z,949,239,69,89,GoL
2025-05-06T07:30:42.987Z,950,263,76,52,GoL
2025-05-06T07:30:42.992Z,951,228,62,97,GoL
2025-05-06T07:30:42.997Z,952,234,72,66,GoL
2025-05-06T07:30:43.002Z,953,225,65,74,GoL
2025-05-06T07:30:43.007Z,954,249,79,55,GoL
2025-05-06T07:30:43.012Z,955,238,68,79,GoL
2025-05-06T07:30:43.017Z,956,237,80,81,GoL
2025-05-06T07:30:43.022Z,957,245,76,68,GoL
2025-05-06T07:30:43.027Z,958,223,62,84,GoL
2025-05-06T07:30:43.031Z,959,209,58,72,GoL
2025-05-06T07:30:43.037Z,960,202,47,54,GoL
2025-05-06T07:30:43.042Z,961,201,59,60,GoL
2025-05-06T07:30:43.047Z,962,216,56,41,GoL
2025-05-06T07:30:43.052Z,963,213,57,60,GoL
2025-05-06T07:30:43.057Z,964,223,63,53,GoL
2025-05-06T07:30:43.062Z,965,205,52,70,GoL
2025-05-06T07:30:43.067Z,966,208,51,48,GoL
2025-05-06T07:30:43.071Z,967,203,49,54,GoL
2025-05-06T07:30:43.077Z,968,199,52,56,GoL
2025-05-06T07:30:43.082Z,969,201,57,55,GoL
2025-05-06T07:30:43.087Z,970,201,51,51,GoL
2025-05-06T07:30:43.092Z,971,181,52,72,GoL
2025-05-06T07:30:43.097Z,972,194,50,37,GoL
2025-05-06T07:30:43.102Z,973,188,48,54,GoL
2025-05-06T07:30:43.106Z,974,194,49,43,GoL
2025-05-06T07:30:43.112Z,975,196,48,46,GoL
2025-05-06T07:30:43.117Z,976,193,49,52,GoL
2025-05-06T07:30:43.121Z,977,210,61,44,GoL
2025-05-06T07:30:43.127Z,978,204,53,59,GoL
2025-05-06T07:30:43.131Z,979,206,64,62,GoL
2025-05-06T07:30:43.137Z,980,210,56,52,GoL
2025-05-06T07:30:43.141Z,981,198,56,68,GoL
2025-05-06T07:30:43.147Z,982,197,49,50,GoL
2025-05-06T07:30:43.152Z,983,193,42,46,GoL
2025-05-06T07:30:43.157Z,984,200,52,45,GoL
2025-05-06T07:30:43.161Z,985,216,61,45,GoL
2025-05-06T07:30:43.167Z,986,211,59,64,GoL
2025-05-06T07:30:43.172Z,987,219,74,66,GoL
2025-05-06T07:30:43.177Z,988,187,54,86,GoL
2025-05-06T07:30:43.181Z,989,176,49,60,GoL
2025-05-06T07:30:43.187Z,990,171,40,45,GoL
2025-05-06T07:30:43.192Z,991,159,34,46,GoL
2025-05-06T07:30:43.197Z,992,163,40,36,GoL
2025-05-06T07:30:43.202Z,993,163,41,41,GoL
2025-05-06T07:30:43.207Z,994,171,40,32,GoL
2025-05-06T07:30:43.211Z,995,176,47,42,GoL
2025-05-06T07:30:43.217Z,996,178,40,38,GoL
2025-05-06T07:30:43.222Z,997,188,50,40,GoL
2025-05-06T07:30:43.227Z,998,157,37,68,GoL
2025-05-06T07:30:43.231Z,999,158,36,35,GoL
2025-05-06T07:30:43.236Z,1000,150,30,38,GoL
2025-05-06T07:30:43.242Z,1001,154,32,28,GoL
2025-05-06T07:30:43.247Z,1002,154,32,32,GoL
2025-05-06T07:30:43.252Z,1003,164,38,28,GoL
2025-05-06T07:30:43.257Z,1004,152,32,44,GoL
2025-05-06T07:30:43.261Z,1005,165,42,29,GoL
2025-05-06T07:30:43.267Z,1006,154,30,41,GoL
2025-05-06T07:30:43.272Z,1007,154,33,33,GoL
2025-05-06T07:30:43.276Z,1008,156,33,31,GoL
2025-05-06T07:30:43.281Z,1009,146,28,38,GoL
2025-05-06T07:30:43.287Z,1010,139,25,32,GoL
2025-05-06T07:30:43.291Z,1011,143,24,20,GoL
